filename,brand,doc_type,trade,agent_text_chunks,agent_visual_assets,ingest_status
MBIE-Schedule-1-Exemptions-Guidance,MBIE,MBIE_Guidance,mbie_guidance,83,0,Text Only
MBIE-Tolerances-Guide,MBIE,MBIE_Guidance,mbie_guidance,40,0,Text Only
Mammoth Deep Dive - Ceiling-blanket-insulation.pdf,Mammoth,Technical_Data_Sheet,general_insulation,10,0,Text Only
Mammoth Deep Dive - InZone-Insulation-EC-25-Cert-to-Apr-26-1.pdf,Mammoth,Certification,general_insulation,2,0,Text Only
Mammoth Deep Dive - Mammoth-Acoustic-Bafflestack-Installation-Guidelines-June-2024.pdf,Mammoth,Installation_Guide,acoustic_insulation,5,0,Text Only
Mammoth Deep Dive - Mammoth-Acoustic-Blanket-Installation-Guidelines-June-2024.pdf,Mammoth,Installation_Guide,acoustic_insulation,8,0,Text Only
Mammoth Deep Dive - Mammoth-Acoustic-Blanket-and-Wall-Sections-BPIR-Dec-v1.0.pdf,Mammoth,BPIR_Declaration,wall_insulation,6,0,Text Only
Mammoth Deep Dive - Mammoth-Acoustic-Panel-Absorber-Installation-Guidelines-June-2024.pdf,Mammoth,Installation_Guide,acoustic_insulation,8,0,Text Only
Mammoth Deep Dive - Mammoth-Acoustic-Panels-BPIR-Dec-v1.1.pdf,Mammoth,BPIR_Declaration,acoustic_insulation,9,0,Text Only
Mammoth Deep Dive - Mammoth-Acoustic-Sections-Installation-Guidelines-June-2024.pdf,Mammoth,Installation_Guide,acoustic_insulation,10,0,Text Only
Mammoth Deep Dive - Mammoth-Appraisal-797.pdf,Mammoth,Certification,general_insulation,27,0,Text Only
Mammoth Deep Dive - Mammoth-Appraisal-802.pdf,Mammoth,Certification,general_insulation,24,0,Text Only
Mammoth Deep Dive - Mammoth-Bafflestack-BPIR-Dec-v1.0.pdf,Mammoth,BPIR_Declaration,acoustic_insulation,8,0,Text Only
Mammoth Deep Dive - Mammoth-Carpark-Panel-Installation-Guidelines-_L.pdf,Mammoth,Installation_Guide,underfloor_insulation,9,0,Text Only
Mammoth Deep Dive - Mammoth-Carpark-Underfloor-BPIR-Dec-v1.0.pdf,Mammoth,BPIR_Declaration,underfloor_insulation,11,0,Text Only
Mammoth Deep Dive - Mammoth-Ceiling-Blanket-Installation-Guidelines-June-2024.pdf,Mammoth,Installation_Guide,ceiling_insulation,12,0,Text Only
Mammoth Deep Dive - Mammoth-Ceiling-Wall-and-Underfloor-Insulation-BPIR-Dec-v1.0.pdf,Mammoth,BPIR_Declaration,underfloor_insulation,8,0,Text Only
Mammoth Deep Dive - Mammoth-Duct-Liner-BPIR-Dec-v1.0.pdf,Mammoth,BPIR_Declaration,duct_insulation,8,0,Text Only
Mammoth Deep Dive - Mammoth-Lifetime-Warranty.pdf,Mammoth,Certification,general_insulation,5,0,Text Only
Mammoth Deep Dive - Mammoth-Material-Safety-Datasheet.pdf,Mammoth,Technical_Data_Sheet,general_insulation,11,0,Text Only
Mammoth Deep Dive - Mammoth-Skillion-Roof-Installation-Guidelines.pdf,Mammoth,Installation_Guide,roof_insulation,8,0,Text Only
Mammoth Deep Dive - Mammoth-Underfloor-Blanket-Installation-Guidelines-June-2024.pdf,Mammoth,Installation_Guide,underfloor_insulation,8,0,Text Only
Mammoth Deep Dive - Mammoth-Underfloor-Sections-Installation-Guidelines-June-2024.pdf,Mammoth,Installation_Guide,underfloor_insulation,6,0,Text Only
Mammoth Deep Dive - Mammoth-Wall-Sections-Blankets-Installation-Guidelines-June-2024.pdf,Mammoth,Installation_Guide,wall_insulation,7,0,Text Only
Mammoth Deep Dive - Mammoth-and-Gib-Noise-Control-Systems.pdf,Mammoth,Technical_Data_Sheet,acoustic_insulation,14,0,Text Only
Mammoth Deep Dive - Martini-dECO-Range-Installation-Guide.pdf,Mammoth,Installation_Guide,acoustic_insulation,10,0,Text Only
Mammoth Deep Dive - Masonry-insulation .pdf,Mammoth,Technical_Data_Sheet,general_insulation,8,0,Text Only
Mammoth Deep Dive - Membership-Certificate-In-Zone-Industries-Ltd.pdf,Mammoth,Certification,general_insulation,2,0,Text Only
Mammoth Deep Dive - Wall-insulation-blanket.pdf,Mammoth,Technical_Data_Sheet,general_insulation,12,0,Text Only
Mammoth Deep Dive - Wall-insulation-sections.pdf,Mammoth,Technical_Data_Sheet,wall_insulation,14,0,Text Only
Mammoth Deep Dive - acoustic-bafflestack.pdf,Mammoth,Technical_Data_Sheet,acoustic_insulation,8,0,Text Only
Mammoth Deep Dive - acoustic-blanket.pdf,Mammoth,Technical_Data_Sheet,acoustic_insulation,11,0,Text Only
Mammoth Deep Dive - acoustic-panel-absorber.pdf,Mammoth,Technical_Data_Sheet,acoustic_insulation,10,0,Text Only
Mammoth Deep Dive - acoustic-wall-sections.pdf,Mammoth,Technical_Data_Sheet,wall_insulation,11,0,Text Only
Mammoth Deep Dive - dECO-Flex-Installation-Guide_NZ_22.pdf,Mammoth,Installation_Guide,acoustic_insulation,4,0,Text Only
Mammoth Deep Dive - duct-insulation-liner.pdf,Mammoth,Technical_Data_Sheet,duct_insulation,11,0,Text Only
Mammoth Deep Dive - martini-deco-deluxe.pdf,Mammoth,Technical_Data_Sheet,acoustic_insulation,10,0,Text Only
Mammoth Deep Dive - martini-deco-flex.pdf,Mammoth,Technical_Data_Sheet,acoustic_insulation,8,0,Text Only
Mammoth Deep Dive - martini-deco-quiet-board.pdf,Mammoth,Technical_Data_Sheet,acoustic_insulation,10,0,Text Only
Mammoth Deep Dive - martini-deco-quiet-panel.pdf,Mammoth,Technical_Data_Sheet,acoustic_insulation,9,0,Text Only
Mammoth Deep Dive - skillion-roof-insulation.pdf,Mammoth,Technical_Data_Sheet,roof_insulation,10,0,Text Only
Mammoth Deep Dive - underfloor-insulation-blanket.pdf,Mammoth,Technical_Data_Sheet,underfloor_insulation,11,0,Text Only
Mammoth Deep Dive - underfloor-insulation-sections.pdf,Mammoth,Technical_Data_Sheet,underfloor_insulation,14,0,Text Only
NZS 3604:2011,Unknown,nz_standard,structure,1,0,Text Only
NZS 4229:2013,Unknown,nz_standard,structure,1,0,Text Only
NZS-36042011,NZ Building Code,Compliance_Document,nz_standard,1147,0,Text Only
NZS-42292013,NZ Building Code,Compliance_Document,nz_standard,412,0,Text Only
Pink Batts Deep Dive,Pink Batts,Technical_Manual,underfloor_insulation,1250,0,Text Only
Red Stag - Boron_Treated_Wood_SDS_2020.pdf,Red Stag,Safety_Data_Sheet,treated_timber,17,0,Text Only
Red Stag - CCA_Treated_Wood_MSDS_2015.pdf,Red Stag,Safety_Data_Sheet,treated_timber,11,0,Text Only
Red Stag - CCA_Treated_Wood_SDS_2020.pdf,Red Stag,Safety_Data_Sheet,treated_timber,5,0,Text Only
Red Stag - LOSP_Treated_Wood_SDS_-_26_Jun_2020.pdf,Red Stag,Safety_Data_Sheet,treated_timber,4,0,Text Only
Red Stag - Non_Structural_Timber_20230922.pdf,Red Stag,Technical_Data_Sheet,treated_timber,2,0,Text Only
Red Stag - Producers_Statement_2025.pdf,Red Stag,Certification,structural_timber,1,0,Text Only
Red Stag - SDS-FramePro-Treated-Wood_002.pdf,Red Stag,Safety_Data_Sheet,framing,4,0,Text Only
Red Stag - Timberwrap_Recycling_options.pdf,Red Stag,Technical_Data_Sheet,posts_rails,1,0,Text Only
SNZ-HB-3604-2011-Selected-Extracts,NZ Building Code,Compliance_Document,nz_standard,870,0,Text Only
WGANZ-Guide-to-E2-AS1-Amd-10-V1.7-November-2022,NZ Building Code,Compliance_Document,industry_guide,10,0,Text Only
b1-structure-as1-second-edition,NZ Building Code,Compliance_Document,acceptable_solution,95,0,Text Only
building-code,NZ Building Code,Compliance_Document,building_code,520,0,Text Only
e2-external-moisture-as1-fourth-edition,NZ Building Code,Compliance_Document,acceptable_solution,110,0,Text Only
nz_metal_roofing,NZ Building Code,Compliance_Document,industry_code,1104,0,Text Only
