filename,brand,doc_type,trade,agent_text_chunks,agent_visual_assets,ingest_status
Autex Deep Dive - Horizon Install Instructions.pdf,Autex,Installation_Guide,acoustic_ceiling,53,0,Text Only
Autex Deep Dive - Horizon Lookbook.pdf,Autex,Technical_Manual,acoustic_ceiling,9,0,Text Only
Autex Deep Dive - Horizon Manufacturers Guarantee.pdf,Autex,Technical_Manual,acoustic_ceiling,20,0,Text Only
Autex Deep Dive - IA_RE - NZ ReForm Install Instructions_March24_MG.pdf,Autex,Installation_Guide,acoustic_wall,71,0,Text Only
Autex Deep Dive - Lanes Data Sheet WEB.pdf,Autex,Technical_Data_Sheet,acoustic_wall,31,0,Text Only
Autex Deep Dive - Lanes Install Instructions WEB.pdf,Autex,Installation_Guide,acoustic_wall,21,0,Text Only
Autex Deep Dive - Lanes Lookbook.pdf,Autex,Technical_Manual,acoustic_wall,22,0,Text Only
Autex Deep Dive - Lanes Manufacturers Guarantee WEB.pdf,Autex,Technical_Manual,acoustic_wall,12,0,Text Only
Autex Deep Dive - Lattice Data Sheet.pdf,Autex,Technical_Data_Sheet,acoustic_ceiling,52,0,Text Only
Autex Deep Dive - Lattice Install Instructions.pdf,Autex,Installation_Guide,acoustic_ceiling,30,0,Text Only
Autex Deep Dive - Lattice Lookbook.pdf,Autex,Technical_Manual,acoustic_ceiling,4,0,Text Only
Autex Deep Dive - Lattice Manufacturers Guarantee.pdf,Autex,Technical_Manual,acoustic_ceiling,7,0,Text Only
Autex Deep Dive - Material Safety Datasheet.pdf,Autex,Technical_Data_Sheet,acoustic_wall,30,0,Text Only
Autex Deep Dive - Mirage Data Sheet.pdf,Autex,Technical_Data_Sheet,acoustic_wall,42,0,Text Only
Autex Deep Dive - Mirage Install Instructions NZ UK.pdf,Autex,Installation_Guide,acoustic_wall,95,0,Text Only
Autex Deep Dive - Mirage Lookbook NZ UK.pdf,Autex,Technical_Manual,acoustic_wall,56,0,Text Only
Autex Deep Dive - Mirage Manufacturer's Guarantee NZ UK.pdf,Autex,Technical_Manual,acoustic_wall,9,0,Text Only
Autex Deep Dive - NZ Product Information Requirements.pdf,Autex,Technical_Manual,acoustic_ceiling,235,0,Text Only
Autex Deep Dive - NZ_Colour Guide.pdf,Autex,Installation_Guide,acoustic_general,97,0,Text Only
Autex Deep Dive - QS NZ Panel Install Instructions.pdf,Autex,Installation_Guide,acoustic_wall,25,0,Text Only
Autex Deep Dive - QS NZ Panel Manufacturers Guarantee.pdf,Autex,Technical_Manual,acoustic_wall,14,0,Text Only
Autex Deep Dive - QS NZ Panel_Datasheet.pdf,Autex,Technical_Data_Sheet,acoustic_wall,13,0,Text Only
Autex Deep Dive - QS Panel Lookbook.pdf,Autex,Technical_Manual,acoustic_wall,3,0,Text Only
Autex Deep Dive - ReForm Data Sheet.pdf,Autex,Technical_Data_Sheet,acoustic_wall,5,0,Text Only
Autex Deep Dive - ReForm Lookbook.pdf,Autex,Technical_Manual,acoustic_wall,13,0,Text Only
Autex Deep Dive - ReForm Manufacturers Guarantee.pdf,Autex,Technical_Manual,acoustic_wall,7,0,Text Only
Autex Deep Dive - SpinFix Product Guide.pdf,Autex,Installation_Guide,acoustic_wall,7,0,Text Only
Autex Deep Dive - Surface Finishes Install Instructions.pdf,Autex,Installation_Guide,acoustic_wall,11,0,Text Only
Autex Deep Dive - Surface Finishes Lookbook.pdf,Autex,Technical_Manual,acoustic_wall,20,0,Text Only
Autex Deep Dive - Surface Finishes Manufacturers Guarantee.pdf,Autex,Technical_Manual,acoustic_wall,5,0,Text Only
Autex Deep Dive - Vertiface Datasheet.pdf,Autex,Technical_Data_Sheet,acoustic_wall,9,0,Text Only
Autex Deep Dive - Vertiface Install Instructions.pdf,Autex,Installation_Guide,acoustic_wall,23,0,Text Only
Autex Deep Dive - Vertiface Lookbook.pdf,Autex,Technical_Manual,acoustic_wall,2,0,Text Only
Autex Deep Dive - Vertiface Manufacturers Warranty.pdf,Autex,Warranty,acoustic_general,11,0,Text Only
Autex Deep Dive - Vicinity Workstation Path to specify NZ.pdf,Autex,Technical_Manual,acoustic_screens,5,0,Text Only
Autex Deep Dive - Vicinity Workstation Screens Data Sheet NZ.pdf,Autex,Technical_Data_Sheet,acoustic_screens,14,0,Text Only
Autex Deep Dive - Vicinity Workstation Screens Install Instructions NZ.pdf,Autex,Installation_Guide,acoustic_screens,9,0,Text Only
Autex Deep Dive - Vicinity Workstation Screens Lookbook NZ.pdf,Autex,Technical_Manual,acoustic_screens,16,0,Text Only
Autex Deep Dive - Vicinity Workstation Screens Manufacturers Guarantee.pdf,Autex,Technical_Manual,acoustic_screens,17,0,Text Only
Autex Deep Dive - Wool Fabric Care and Maintenance Guide NZ.pdf,Autex,Installation_Guide,acoustic_general,5,0,Text Only
B1-Structure-Amendment13,NZ Building Code,Compliance_Document,acceptable_solution,275,0,Text Only
Bradford Deep Dive - 15934_633 Rangitukia Road Tikitiki_Ground Investigation Report.pdf,Bradford,Product_Manual,general_insulation,8,0,Text Only
Bradford Deep Dive - 1894_yConnect_Document_Anticon Residential Install Guide_Method 1_Vertical rollout over battens.pdf,Bradford,Product_Manual,general_insulation,12,0,Text Only
Bradford Deep Dive - 1895_yConnect_Document_Anticon Residential Install Guide_Method 2_Horizontal rollout over battens.pdf,Bradford,Installation_Guide,general_insulation,12,0,Text Only
Bradford Deep Dive - 1896_yConnect_Document_Anticon Residential Install Guide_Method 3_Horizontal rollout under battens.pdf,Bradford,Product_Manual,roof_insulation,4,0,Text Only
Bradford Deep Dive - 1900_yConnect_Document_Ashgrid Spacer System Installation Guide.pdf,Bradford,Product_Manual,general_insulation,5,0,Text Only
Bradford Deep Dive - 1929_yConnect_Document_Bradford Glasswool Insulation SDS _GW_005_221025.pdf,Bradford,Safety_Data_Sheet,general_insulation,22,0,Text Only
Bradford Deep Dive - 1930_yConnect_Document_Installation Instructions - Ceiling Insulation.pdf,Bradford,Product_Manual,general_insulation,2,0,Text Only
Bradford Deep Dive - 1931_yConnect_Document_Installation Instructions - Wall Insulation.pdf,Bradford,Product_Manual,wall_insulation,1,0,Text Only
Bradford Deep Dive - 1936_yConnect_Document_Optimo Retrofit Brochure.pdf,Bradford,Product_Guide,underfloor_insulation,3,0,Text Only
Bradford Deep Dive - 1937_yConnect_Document_Optimo Underfloor Insulation Installation Instructions.pdf,Bradford,Product_Manual,underfloor_insulation,2,0,Text Only
Bradford Deep Dive - 1939_yConnect_Document_Quietel Product Technical Statement.pdf,Bradford,Technical_Data_Sheet,acoustic_insulation,15,0,Text Only
Bradford Deep Dive - 1941_yConnect_Document_Bradford Stone Wool Insulation SDS_RW_003_221025.pdf,Bradford,Safety_Data_Sheet,general_insulation,30,0,Text Only
Bradford Deep Dive - 2150_yConnect_Document_Installation Guide Roof Valve With Duct Collar.pdf,Bradford,Product_Manual,roof_insulation,13,0,Text Only
Bradford Deep Dive - 2155_yConnect_Document_Brochure SOLARXVENT.pdf,Bradford,Product_Guide,powered_ventilation,1,0,Text Only
Bradford Deep Dive - 2156_yConnect_Document_SOLARXVENT Product Technical Statement.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,11,0,Text Only
Bradford Deep Dive - 2157_yConnect_Document_Installation Guide SOLARXVENT.pdf,Bradford,Product_Manual,roof_ventilation,14,0,Text Only
Bradford Deep Dive - 2167_yConnect_Document_Installation Guide Roof Valve.pdf,Bradford,Product_Manual,roof_insulation,2,0,Text Only
Bradford Deep Dive - 2174_yConnect_Document_WINDMASTER DTC Product Technical Statement.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,17,0,Text Only
Bradford Deep Dive - 2175_yConnect_Document_Installation Guide WINDMASTER.pdf,Bradford,Installation_Guide,roof_ventilation,14,0,Text Only
Bradford Deep Dive - 2177_yConnect_Document_WINDMASTER Product Technical Statement.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,16,0,Text Only
Bradford Deep Dive - 2179_yConnect_Document_Technical Data Sheet Special Base.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,16,0,Text Only
Bradford Deep Dive - 2182_yConnect_Document_SUPAVENT Product Technical Statement.pdf,Bradford,Technical_Data_Sheet,general_ventilation,31,0,Text Only
Bradford Deep Dive - 2184_yConnect_Document_TURBOBEAM Product Technical Statement.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,27,0,Text Only
Bradford Deep Dive - 2185_yConnect_Document_Turboventura Product Technical Statement.pdf,Bradford,Technical_Data_Sheet,general_ventilation,48,0,Text Only
Bradford Deep Dive - 2189_yConnect_Document_Technical Data Sheet Egg Crate Grille.pdf,Bradford,Technical_Data_Sheet,general_ventilation,2,0,Text Only
Bradford Deep Dive - 2191_yConnect_Document_Product Technical Statement HURRICANE BAL Turbone Ventilator.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,40,0,Text Only
Bradford Deep Dive - 2198_yConnect_Document_Brochure HURRICANE Wind Ventilation.pdf,Bradford,Product_Guide,general_ventilation,108,0,Text Only
Bradford Deep Dive - 2199_yConnect_Document_HURRICANE Standard Product Technical Statement.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,47,0,Text Only
Bradford Deep Dive - 2200_yConnect_Document_Technical Data Sheet I-Duct.pdf,Bradford,Technical_Data_Sheet,general_insulation,2,0,Text Only
Bradford Deep Dive - 2205_yConnect_Document_Product Technical Statement AIROMATIC.pdf,Bradford,Technical_Data_Sheet,roof_insulation,37,0,Text Only
Bradford Deep Dive - 2207_yConnect_Document_Brochure Commercial Product Range.pdf,Bradford,Product_Guide,general_ventilation,74,0,Text Only
Bradford Deep Dive - 2214_yConnect_Document_Brochure ECOPOWER Hybrid Ventilation.pdf,Bradford,Product_Guide,general_ventilation,148,0,Text Only
Bradford Deep Dive - 2216_yConnect_Document_Technical Data Sheet ECOPOWER.pdf,Bradford,Technical_Data_Sheet,general_ventilation,85,0,Text Only
Bradford Deep Dive - 2218_yConnect_Document_Installation Guide GENERAL PURPOSE VENT.pdf,Bradford,Product_Manual,roof_insulation,8,0,Text Only
Bradford Deep Dive - 2220_yConnect_Document_Installation Guide MAESTRO BAL.pdf,Bradford,Product_Manual,general_ventilation,98,0,Text Only
Bradford Deep Dive - 2222_yConnect_Document_GENERAL PURPOSE VENT Technical Data Sheet.pdf,Bradford,Technical_Data_Sheet,general_ventilation,12,0,Text Only
Bradford Deep Dive - 2223_yConnect_Document_Installation Guide ECOFAN.pdf,Bradford,Product_Manual,wall_insulation,45,0,Text Only
Bradford Deep Dive - 3192_yConnect_Document_Installation Guide AIROMATIC.pdf,Bradford,Product_Manual,roof_insulation,58,0,Text Only
Bradford Deep Dive - 3193_yConnect_Document_Brochure MAESTRO BAL.pdf,Bradford,Product_Guide,general_ventilation,9,0,Text Only
Bradford Deep Dive - 3195_yConnect_Document_Brochure AIROMATIC.pdf,Bradford,Product_Guide,general_ventilation,7,0,Text Only
Bradford Deep Dive - 3196_yConnect_Document_Brochure TURBOVENTURA.pdf,Bradford,Product_Guide,general_ventilation,8,0,Text Only
Bradford Deep Dive - 3200_yConnect_Document_Brochure SUPAVENT.pdf,Bradford,Product_Guide,roof_ventilation,7,0,Text Only
Bradford Deep Dive - 3201_yConnect_Document_Brochure TURBOBEAM.pdf,Bradford,Product_Guide,roof_ventilation,4,0,Text Only
Bradford Deep Dive - 52530_yConnect_Document_Metal_Eave_Vent_Bradford_Ventilation_PTS528_C.pdf,Bradford,Technical_Data_Sheet,general_ventilation,12,0,Text Only
Bradford Deep Dive - 52531_yConnect_Document_Poly_Eave_Vent_Bradford_Ventilation_PTS530_C.pdf,Bradford,Technical_Data_Sheet,general_ventilation,11,0,Text Only
Bradford Deep Dive - 52533_yConnect_Document_Maestro_BAL_Static_Roof_Ventilator_Bradford_Ventilation_PTS540_B.pdf,Bradford,Technical_Data_Sheet,general_ventilation,13,0,Text Only
Bradford Deep Dive - 52538_yConnect_Document_Roof_Valve_BAL_Static_Ventilator_Bradford_Ventilation_PTS518_D.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,23,0,Text Only
Bradford Deep Dive - 52545_yConnect_Document_E-Duct_Ventilator_Bradford_Ventilation_PTS526_B.pdf,Bradford,Technical_Data_Sheet,general_ventilation,9,0,Text Only
Bradford Deep Dive - 52546_yConnect_Document_Hurricane_FR_Turbine_Ventilator_Bradford_Ventilation_PTS514_C.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,12,0,Text Only
Bradford Deep Dive - 52547_yConnect_Document_Roof_Valve_Static_Ventilator_Bradford_Ventilation_PTS510_C.pdf,Bradford,Technical_Data_Sheet,general_ventilation,18,0,Text Only
Bradford Deep Dive - 52550_yConnect_Document_Hurricane_HI_Turbine_Ventilator_Bradford_Ventilation_PTS515_C.pdf,Bradford,Technical_Data_Sheet,general_ventilation,12,0,Text Only
Bradford Deep Dive - 52551_yConnect_Document_Hurricane_S2_Turbine_Ventilator_Bradford_Ventilation_PTS519_B.pdf,Bradford,Technical_Data_Sheet,roof_ventilation,15,0,Text Only
Bradford Deep Dive - 63652_yConnect_Document_WindMaster Flyer.pdf,Bradford,Product_Guide,general_ventilation,4,0,Text Only
Bradford Deep Dive - 63655_yConnect_Document_Residential Ventilation Brochure.pdf,Bradford,Product_Guide,general_ventilation,38,0,Text Only
Bradford Deep Dive - 66859_yConnect_Document_Industrial Vent Installation Manual.pdf,Bradford,Product_Manual,roof_ventilation,72,0,Text Only
Bradford Deep Dive - 69023_yConnect_Document_Residential-natural-ventilator-installation-instructions---metal-and-tile-final.pdf,Bradford,Product_Manual,general_ventilation,17,0,Text Only
Bradford Deep Dive - 69193_yConnect_Document_iduct-educt-static-warranty.pdf,Bradford,Warranty,general_ventilation,5,0,Text Only
Bradford Deep Dive - 69194_yConnect_Document_hurricane-hi-900-warranty.pdf,Bradford,Warranty,roof_ventilation,7,0,Text Only
Bradford Deep Dive - 69195_yConnect_Document_bradford-hurricane-cr-warranty_v2.pdf,Bradford,Warranty,general_ventilation,10,0,Text Only
Bradford Deep Dive - 69197_yConnect_Document_hurricane-fr900-warranty.pdf,Bradford,Warranty,roof_ventilation,4,0,Text Only
Bradford Deep Dive - 69198_yConnect_Document_windmaster-bal-warranty.pdf,Bradford,Warranty,roof_ventilation,6,0,Text Only
Bradford Deep Dive - 69199_yConnect_Document_hurricane-bal-warranty.pdf,Bradford,Warranty,roof_ventilation,5,0,Text Only
Bradford Deep Dive - 69201_yConnect_Document_ecopower-400-900-warranty.pdf,Bradford,Warranty,powered_ventilation,3,0,Text Only
Bradford Deep Dive - 69202_yConnect_Document_windmaster-warranty.pdf,Bradford,Warranty,roof_ventilation,8,0,Text Only
Bradford Deep Dive - 69203_yConnect_Document_turboventura-warrantyw035a2301.pdf,Bradford,Warranty,general_ventilation,5,0,Text Only
Bradford Deep Dive - 69204_yConnect_Document_supavent-and-turbobeam-warranty.pdf,Bradford,Warranty,general_insulation,7,0,Text Only
Bradford Deep Dive - 69205_yConnect_Document_solarxvent-warranty.pdf,Bradford,Warranty,powered_ventilation,5,0,Text Only
Bradford Deep Dive - 69206_yConnect_Document_maestro-bal-standard-warranty.pdf,Bradford,Warranty,general_ventilation,8,0,Text Only
Bradford Deep Dive - 69207_yConnect_Document_roof-valve-warranty.pdf,Bradford,Warranty,general_ventilation,7,0,Text Only
Bradford Deep Dive - 69208_yConnect_Document_ecofan-warranty.pdf,Bradford,Warranty,powered_ventilation,11,0,Text Only
Bradford Deep Dive - 69209_yConnect_Document_airomatic-warranty.pdf,Bradford,Warranty,powered_ventilation,10,0,Text Only
Bradford Deep Dive - 69846_yConnect_Document_Ashgrid Spacer_Bradford_PTS046_B.pdf,Bradford,Technical_Data_Sheet,general_insulation,30,0,Text Only
Bradford Deep Dive - 74365_yConnect_Document_csr-terms-and-conditions-of-sale.pdf,Bradford,Technical_Data_Sheet,general_insulation,26,0,Text Only
Bradford Deep Dive - 74367_yConnect_Document_modern-slavery-statement-csr-limited.pdf,Bradford,Technical_Data_Sheet,general_insulation,88,0,Text Only
Bradford Deep Dive - 74489_yConnect_Document_supplier-code-of-conduct-september-2024.pdf,Bradford,Technical_Data_Sheet,general_insulation,9,0,Text Only
Bradford Deep Dive - 76896_yConnect_Document_Bradford Glasswool Insulation - Class 1 Warranty Certificate.pdf,Bradford,Warranty,roof_insulation,12,0,Text Only
Bradford Deep Dive - 76897_yConnect_Document_Bradford Glasswool Insulation - Class 2-10 Warranty Certificate.pdf,Bradford,Warranty,roof_insulation,9,0,Text Only
Bradford Deep Dive - 76900_yConnect_Document_Bradford Rockwool Insulation - Class 1 Insulation Warranty Certificate.pdf,Bradford,Warranty,general_insulation,11,0,Text Only
Bradford Deep Dive - 76901_yConnect_Document_Bradford Rockwool Insulation - Class 2-10 Warranty Certificate.pdf,Bradford,Warranty,general_insulation,3,0,Text Only
Bradford Deep Dive - 77779_yConnect_Document_Installation Instruction - Perimeter Spacer.pdf,Bradford,Product_Manual,general_ventilation,7,0,Text Only
Bradford Deep Dive - 80670_yConnect_Document_Bradford Perimeter Spacer Product Flyer.pdf,Bradford,Product_Guide,general_insulation,4,0,Text Only
Bradford Deep Dive - 80977_yConnect_Document_spacerx-product-technical-statement.pdf,Bradford,Technical_Data_Sheet,general_insulation,38,0,Text Only
Bradford Deep Dive - 83261_yConnect_Document_Bradford Roof Spacer Systems Commercial Product Warranty.pdf,Bradford,Warranty,roof_insulation,16,0,Text Only
Bradford Deep Dive - 83283_yConnect_Document_Bradford PIR Boards Comercial Product Warranty.pdf,Bradford,Warranty,general_insulation,4,0,Text Only
Bradford Deep Dive - 83545_yConnect_Document_roof-valve-bal-flyer.pdf,Bradford,Product_Guide,general_ventilation,4,0,Text Only
Bradford Deep Dive - 85495_yConnect_Document_NZ_anticon-and-anticon-hp-roofing-blanket_bradford_pts361.pdf,Bradford,Technical_Data_Sheet,roof_insulation,31,0,Text Only
Bradford Deep Dive - 85534_yConnect_Document_NZ_glasswool-building-blanket_bradford_pts364_f.pdf,Bradford,Technical_Data_Sheet,general_insulation,15,0,Text Only
Bradford Deep Dive - 85535_yConnect_Document_NZ_Gold Gold Hi-Performance_Bradford_PTS350_E.pdf,Bradford,Technical_Data_Sheet,general_insulation,33,0,Text Only
Bradford Deep Dive - 85537_yConnect_Document_NZ_gw-acoustigard-rolls.pdf,Bradford,Technical_Data_Sheet,wall_insulation,22,0,Text Only
Bradford Deep Dive - 85538_yConnect_Document_NZ_rw-fireseal-party-wall-sealer.pdf,Bradford,Technical_Data_Sheet,wall_insulation,10,0,Text Only
Bradford Deep Dive - 85540_yConnect_Document_NZ_optimo-underfloor-insulation_bradford_pts358_e.pdf,Bradford,Technical_Data_Sheet,underfloor_insulation,12,0,Text Only
Bradford Deep Dive - 85557_yConnect_Document_NZ_multitel-hvac-blanket_bradford_pts368_d.pdf,Bradford,Technical_Data_Sheet,general_insulation,19,0,Text Only
Bradford Deep Dive - 85600_yConnect_Document_NZ_supertel-hvac-blankets_bradford_pts371_d (1).pdf,Bradford,Technical_Data_Sheet,general_insulation,24,0,Text Only
Bradford Deep Dive - 85601_yConnect_Document_NZ_supertel-hvac-boards_bradford_pts370_d.pdf,Bradford,Technical_Data_Sheet,general_insulation,30,0,Text Only
Bradford Deep Dive - 85602_yConnect_Document_NZ_ultratel-hvac-blanket_bradford_pts373_d.pdf,Bradford,Technical_Data_Sheet,general_insulation,18,0,Text Only
Bradford Deep Dive - 85603_yConnect_Document_NZ_ultratel-hvac-boards_bradford_pts372_d.pdf,Bradford,Technical_Data_Sheet,acoustic_insulation,23,0,Text Only
Bradford Deep Dive - 85606_yConnect_Document_NZ_Bradford Fibertex Unfaced_Bradford_PTS351_B.pdf,Bradford,Technical_Data_Sheet,general_insulation,15,0,Text Only
Bradford Deep Dive - 85781_yConnect_Document_NZ_gw-acoustic-gold.pdf,Bradford,Technical_Data_Sheet,general_insulation,11,0,Text Only
C-AS1_2nd-Edition_2023,NZ Building Code,Compliance_Document,acceptable_solution,224,0,Text Only
C-AS2_2nd-Edition_2025,NZ Building Code,Compliance_Document,acceptable_solution,530,0,Text Only
C-AS3_Amendment-4_2019-EXPIRED,NZ Building Code,Compliance_Document,acceptable_solution,49,0,Text Only
C-AS4_Amendment-4_2019-EXPIRED,NZ Building Code,Compliance_Document,acceptable_solution,109,0,Text Only
C-AS5_Amendment-4_2019-EXPIRED,NZ Building Code,Compliance_Document,acceptable_solution,295,0,Text Only
C-AS6_Amendment-4_2019-EXPIRED,NZ Building Code,Compliance_Document,acceptable_solution,235,0,Text Only
C-AS7_Amendment-4_2019-EXPIRED,NZ Building Code,Compliance_Document,acceptable_solution,38,0,Text Only
C-VM2_Amendment-6_2020,NZ Building Code,Compliance_Document,verification_method,228,0,Text Only
CAS3-Amendment4-2019-EXPIRED,NZ Building Code,Compliance_Document,acceptable_solution,174,0,Text Only
CHH Woodproducts - 2017_CHH-_Pinex_SpecificationInstallationGuide_v3-Web.pdf,CHH Woodproducts,Installation_Guide,timber_general,11,0,Text Only
CHH Woodproducts - 20191126CHHWP-TIM-Moulds-on-Timber-Technical-Note-September-2018.pdf,CHH Woodproducts,Technical_Note,framing,2,0,Text Only
CHH Woodproducts - 20191126CHHWP-Trouble-with-Substitutes-Timber-September-2018.pdf,CHH Woodproducts,Technical_Data_Sheet,framing,3,0,Text Only
CHH Woodproducts - Antisapstain-Hylite-NCF-Treated-Pine-Solid-Wood-November-2017-v4.pdf,CHH Woodproducts,Technical_Data_Sheet,treated_timber,69,0,Text Only
CHH Woodproducts - Antisapstain-Treated-Pine-Solid-Wood-July-2017-v3.pdf,CHH Woodproducts,Technical_Data_Sheet,treated_timber,55,0,Text Only
CHH Woodproducts - CCA-Treated-Pine-Solid-Wood-May-2018-v2.pdf,CHH Woodproducts,Technical_Data_Sheet,treated_timber,49,0,Text Only
CHH Woodproducts - CHH-H1.2-Boron-Treated-Pine-Solid-Wood-V-15.1.1.1-Sept-2019.pdf,CHH Woodproducts,Technical_Data_Sheet,treated_timber,49,0,Text Only
CHH Woodproducts - CHHTimberLaserframe68x34CeilingBattenPTSAndBPISCurrent.pdf,CHH Woodproducts,Technical_Data_Sheet,framing,9,0,Text Only
CHH Woodproducts - CHHTimberLaserframeResidentialApplicationsPTSAndBPISCurrent.pdf,CHH Woodproducts,Technical_Data_Sheet,framing,11,0,Text Only
CHH Woodproducts - CHHTimberPinexAnchorPilesPTSAndBPISCurrent.pdf,CHH Woodproducts,Technical_Data_Sheet,framing,8,0,Text Only
CHH Woodproducts - CHHTimberPinexHousePilesPTSAndBPISCurrent-.pdf,CHH Woodproducts,Technical_Data_Sheet,framing,3,0,Text Only
CHH Woodproducts - CHHTimberPinexPostsRailsandPalingsPTSAndBPISCurrent.pdf,CHH Woodproducts,Technical_Data_Sheet,framing,8,0,Text Only
CHH Woodproducts - CHHTimberPinexVerifiedPTSAndBPISCurrent.pdf,CHH Woodproducts,Technical_Data_Sheet,framing,19,0,Text Only
CHH Woodproducts - LaserframeProductGuideCurrent.pdf,CHH Woodproducts,Product_Guide,framing,10,0,Text Only
CHH Woodproducts - Timber-CHH-LOSP-Azole-Treated-Solid-Wood-Timber-September-2018.pdf,CHH Woodproducts,Technical_Data_Sheet,treated_timber,38,0,Text Only
E1-AS1_1st-Edition-Amd12-2024,NZ Building Code,Compliance_Document,acceptable_solution,28,0,Text Only
E2-AS1_4th-Edition-2025,NZ Building Code,Compliance_Document,acceptable_solution,237,0,Text Only
E3-AS1_2nd-Edition-Amd7-2020,NZ Building Code,Compliance_Document,acceptable_solution,64,0,Text Only
Earthwool Deep Dive - BRANZ Certificate.pdf,Earthwool,Certification,wall_insulation,35,0,Text Only
Earthwool Deep Dive - CodeMark Certificate.pdf,Earthwool,Certification,ceiling_insulation,108,0,Text Only
Earthwool Deep Dive - Earthwool Glasswool Product Guide.pdf,Earthwool,Installation_Guide,underfloor_insulation,78,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Building Product Information Sheet.pdf,Earthwool,BPIR_Declaration,acoustic_insulation,33,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Ceiling - Skillion Roof Datasheet.pdf,Earthwool,Technical_Data_Sheet,ceiling_insulation,16,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Ceiling Installation Instructions.pdf,Earthwool,Installation_Guide,ceiling_insulation,10,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Floorshield Underfloor Datasheet.pdf,Earthwool,Technical_Data_Sheet,underfloor_insulation,10,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Floorshield Underfloor Installation Instructions.pdf,Earthwool,Installation_Guide,underfloor_insulation,10,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Product Finder.pdf,Earthwool,Product_Guide,ceiling_insulation,16,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Product Flyer.pdf,Earthwool,Product_Guide,general_insulation,8,0,Text Only
Earthwool Deep Dive - Earthwool glasswool R1.3 Wall and Ceiling Installation Instructions.pdf,Earthwool,Installation_Guide,wall_insulation,12,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Underfloor Roll Datasheet.pdf,Earthwool,Technical_Data_Sheet,underfloor_insulation,12,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Underfloor Roll Installation Instructions.pdf,Earthwool,Installation_Guide,underfloor_insulation,10,0,Text Only
Earthwool Deep Dive - Earthwool glasswool Wall Installation Instructions.pdf,Earthwool,Installation_Guide,wall_insulation,12,0,Text Only
Earthwool Deep Dive - Knauf Insulation Internal Partition Datasheet.pdf,Earthwool,Technical_Data_Sheet,wall_insulation,13,0,Text Only
Ecko Master Library (PlaceMakers),Ecko,Product_Catalog,decking,333,0,Text Only
Expol Deep Dive - 256_2020_A1.pdf,Expol,Technical_Manual,underfloor_insulation,17,0,Text Only
Expol Deep Dive - Building-Product-Information-Sheet-EXPOL-EPS-Sheet-aug-27-2024.pdf,Expol,Technical_Manual,slab_insulation,8,0,Text Only
Expol Deep Dive - Building-Product-Information-Sheet-EXPOL-Emperor-Panel-April-2023.pdf,Expol,Technical_Manual,board_insulation,4,0,Text Only
Expol Deep Dive - Building-Product-Information-Sheet-EXPOL-GeoFoam-April-2023.pdf,Expol,Technical_Manual,structural_fill,23,0,Text Only
Expol Deep Dive - Building-Product-Information-Sheet-EXPOL-SLABX200-aug-2024.pdf,Expol,Technical_Manual,slab_insulation,16,0,Text Only
Expol Deep Dive - Building-Product-Information-Sheet-EXPOL-ThermaSlab-Edge-July-2023.pdf,Expol,Technical_Manual,slab_insulation,16,0,Text Only
Expol Deep Dive - Building-Product-Information-Sheet-EXPOL-Tuff-Pods-April-2023.pdf,Expol,Technical_Manual,structural_fill,20,0,Text Only
Expol Deep Dive - Building-Product-Information-Sheet-EXPOL-XPS-Sheet-July-2023.pdf,Expol,Technical_Manual,board_insulation,11,0,Text Only
Expol Deep Dive - EXPOL-FastLine-A4-dbl-side-NOV2024.pdf,Expol,Technical_Manual,board_insulation,5,0,Text Only
Expol Deep Dive - EXPOL-Garage-Door-Insulation-Brochure-2022.pdf,Expol,Product_Guide,expol_general,11,0,Text Only
Expol Deep Dive - EXPOL-GeoFoam-Technical-Guide-2022.pdf,Expol,Technical_Manual,structural_fill,19,0,Text Only
Expol Deep Dive - EXPOL-MAXEdge-Brochure.pdf,Expol,Product_Guide,expol_general,10,0,Text Only
Expol Deep Dive - EXPOL-SLABX200-A4-dbl-side-web-OCT-2024.pdf,Expol,Technical_Manual,slab_insulation,10,0,Text Only
Expol Deep Dive - EXPOL-Tech-Guide-2025-webv1.pdf,Expol,Technical_Manual,expol_general,189,0,Text Only
Expol Deep Dive - EXPOL-Technical-Guide-2023-POD-Floor-Systems-Section.pdf,Expol,Technical_Manual,structural_fill,2,0,Text Only
