agent_zone,category,brand,filename,file_size_mb,ingest_status,text_chunks,visual_assets,db_source,storage_path
Product Rep,A_Structure,Abodo Wood,WB12-180x18mm-Profile-Drawing-Abodo-Wood.pdf,0.06,Ingested,2,0,Abodo Wood - WB12-180x18mm-Profile-Drawing-Abodo-Wood,A_Structure/Abodo_Wood/Profile_Drawings/WB12-180x18mm-Profile-Drawing-Abodo-Wood.pdf
Product Rep,A_Structure,Abodo Wood,WB12-90x18-Profile-Drawing-Abodo-Wood.pdf,0.06,Ingested,2,0,Abodo Wood - WB12-90x18-Profile-Drawing-Abodo-Wood,A_Structure/Abodo_Wood/Profile_Drawings/WB12-90x18-Profile-Drawing-Abodo-Wood.pdf
Product Rep,A_Structure,Abodo Wood,WB12-90x40mm-Profile-Drawing-Abodo-Wood.pdf,0.41,Ingested,1,0,Abodo Wood - WB12-90x40mm-Profile-Drawing-Abodo-Wood,A_Structure/Abodo_Wood/Profile_Drawings/WB12-90x40mm-Profile-Drawing-Abodo-Wood.pdf
Product Rep,A_Structure,Abodo Wood,WB12-90x60mm-Profile-Drawing-Abodo-Wood.pdf,0.06,Ingested,1,0,Abodo Wood - WB12-90x60mm-Profile-Drawing-Abodo-Wood,A_Structure/Abodo_Wood/Profile_Drawings/WB12-90x60mm-Profile-Drawing-Abodo-Wood.pdf
Product Rep,A_Structure,Abodo Wood,WB12-Combination-Options-Abodo-Wood.pdf,1.04,Ingested,1,0,Abodo Wood - WB12-Combination-Options-Abodo-Wood,A_Structure/Abodo_Wood/Profile_Drawings/WB12-Combination-Options-Abodo-Wood.pdf
Product Rep,A_Structure,Abodo Wood,WB12F-180x18-Profile-Drawing-Abodo-Wood-Sept-20.pdf,0.06,Ingested,2,0,Abodo Wood - WB12F-180x18-Profile-Drawing-Abodo-Wood-Sept-20,A_Structure/Abodo_Wood/Profile_Drawings/WB12F-180x18-Profile-Drawing-Abodo-Wood-Sept-20.pdf
Product Rep,A_Structure,Abodo Wood,WB18-135x18-Profile-Drawing-Abodo-Wood.pdf,0.06,Ingested,1,0,Abodo Wood - WB18-135x18-Profile-Drawing-Abodo-Wood,A_Structure/Abodo_Wood/Profile_Drawings/WB18-135x18-Profile-Drawing-Abodo-Wood.pdf
Product Rep,A_Structure,CHH Woodproducts,2017_CHH-_Pinex_SpecificationInstallationGuide_v3-Web.pdf,0.58,Ingested,17,0,CHH Woodproducts - 2017_CHH-_Pinex_SpecificationInstallationGuide_v3-Web.pdf,A_Structure/CHH_Woodproducts/2017_CHH-_Pinex_SpecificationInstallationGuide_v3-Web.pdf
Product Rep,A_Structure,CHH Woodproducts,20191126CHHWP-TIM-Moulds-on-Timber-Technical-Note-September-2018.pdf,0.25,Ingested,3,0,CHH Woodproducts - 20191126CHHWP-TIM-Moulds-on-Timber-Technical-Note-September-2018.pdf,A_Structure/CHH_Woodproducts/20191126CHHWP-TIM-Moulds-on-Timber-Technical-Note-September-2018.pdf
Product Rep,A_Structure,CHH Woodproducts,20191126CHHWP-Trouble-with-Substitutes-Timber-September-2018.pdf,0.6,Ingested,5,0,CHH Woodproducts - 20191126CHHWP-Trouble-with-Substitutes-Timber-September-2018.pdf,A_Structure/CHH_Woodproducts/20191126CHHWP-Trouble-with-Substitutes-Timber-September-2018.pdf
Product Rep,A_Structure,CHH Woodproducts,Antisapstain-Hylite-NCF-Treated-Pine-Solid-Wood-November-2017-v4.pdf,0.26,Ingested,62,0,CHH Woodproducts - Antisapstain-Hylite-NCF-Treated-Pine-Solid-Wood-November-2017-v4.pdf,A_Structure/CHH_Woodproducts/Antisapstain-Hylite-NCF-Treated-Pine-Solid-Wood-November-2017-v4.pdf
Product Rep,A_Structure,CHH Woodproducts,Antisapstain-Treated-Pine-Solid-Wood-July-2017-v3.pdf,0.33,Ingested,48,0,CHH Woodproducts - Antisapstain-Treated-Pine-Solid-Wood-July-2017-v3.pdf,A_Structure/CHH_Woodproducts/Antisapstain-Treated-Pine-Solid-Wood-July-2017-v3.pdf
Product Rep,A_Structure,CHH Woodproducts,CCA-Treated-Pine-Solid-Wood-May-2018-v2.pdf,0.35,Ingested,46,0,CHH Woodproducts - CCA-Treated-Pine-Solid-Wood-May-2018-v2.pdf,A_Structure/CHH_Woodproducts/CCA-Treated-Pine-Solid-Wood-May-2018-v2.pdf
Product Rep,A_Structure,CHH Woodproducts,CCA-Treated-Pine-Solid-Wood-May-2018.pdf,0.35,Ingested,46,0,CHH Woodproducts - CCA-Treated-Pine-Solid-Wood-May-2018-v2.pdf,A_Structure/CHH_Woodproducts/CCA-Treated-Pine-Solid-Wood-May-2018.pdf
Product Rep,A_Structure,CHH Woodproducts,CHH-H1.2-Boron-Treated-Pine-Solid-Wood-V-15.1.1.1-Sept-2019.pdf,0.36,Ingested,50,0,CHH Woodproducts - CHH-H1.2-Boron-Treated-Pine-Solid-Wood-V-15.1.1.1-Sept-2019.pdf,A_Structure/CHH_Woodproducts/CHH-H1.2-Boron-Treated-Pine-Solid-Wood-V-15.1.1.1-Sept-2019.pdf
Product Rep,A_Structure,CHH Woodproducts,CHHTimberLaserframe68x34CeilingBattenPTSAndBPISCurrent.pdf,0.22,Ingested,10,0,CHH Woodproducts - CHHTimberLaserframe68x34CeilingBattenPTSAndBPISCurrent.pdf,A_Structure/CHH_Woodproducts/CHHTimberLaserframe68x34CeilingBattenPTSAndBPISCurrent.pdf
Product Rep,A_Structure,CHH Woodproducts,CHHTimberLaserframeResidentialApplicationsPTSAndBPISCurrent.pdf,0.22,Ingested,12,0,CHH Woodproducts - CHHTimberLaserframeResidentialApplicationsPTSAndBPISCurrent.pdf,A_Structure/CHH_Woodproducts/CHHTimberLaserframeResidentialApplicationsPTSAndBPISCurrent.pdf
Product Rep,A_Structure,CHH Woodproducts,CHHTimberPinexAnchorPilesPTSAndBPISCurrent.pdf,0.24,Ingested,9,0,CHH Woodproducts - CHHTimberPinexAnchorPilesPTSAndBPISCurrent.pdf,A_Structure/CHH_Woodproducts/CHHTimberPinexAnchorPilesPTSAndBPISCurrent.pdf
Product Rep,A_Structure,CHH Woodproducts,CHHTimberPinexHousePilesPTSAndBPISCurrent-.pdf,0.25,Ingested,9,0,CHH Woodproducts - CHHTimberPinexHousePilesPTSAndBPISCurrent-.pdf,A_Structure/CHH_Woodproducts/CHHTimberPinexHousePilesPTSAndBPISCurrent-.pdf
Product Rep,A_Structure,CHH Woodproducts,CHHTimberPinexPostsRailsandPalingsPTSAndBPISCurrent.pdf,0.19,Ingested,9,0,CHH Woodproducts - CHHTimberPinexPostsRailsandPalingsPTSAndBPISCurrent.pdf,A_Structure/CHH_Woodproducts/CHHTimberPinexPostsRailsandPalingsPTSAndBPISCurrent.pdf
Product Rep,A_Structure,CHH Woodproducts,CHHTimberPinexVerifiedPTSAndBPISCurrent.pdf,0.24,Ingested,14,0,CHH Woodproducts - CHHTimberPinexVerifiedPTSAndBPISCurrent.pdf,A_Structure/CHH_Woodproducts/CHHTimberPinexVerifiedPTSAndBPISCurrent.pdf
Product Rep,A_Structure,CHH Woodproducts,LaserframeProductGuideCurrent.pdf,0.77,Ingested,17,0,CHH Woodproducts - LaserframeProductGuideCurrent.pdf,A_Structure/CHH_Woodproducts/LaserframeProductGuideCurrent.pdf
Product Rep,A_Structure,CHH Woodproducts,Timber-CHH-LOSP-Azole-Treated-Solid-Wood-Timber-September-2018.pdf,0.36,Ingested,50,0,CHH Woodproducts - Timber-CHH-LOSP-Azole-Treated-Solid-Wood-Timber-September-2018.pdf,A_Structure/CHH_Woodproducts/Timber-CHH-LOSP-Azole-Treated-Solid-Wood-Timber-September-2018.pdf
Product Rep,A_Structure,Firth,EcoPave_Installation_Guide_Aug_2024.pdf,4.42,Not Ingested,0,0,,A_Structure/Firth/G_Landscaping/EcoPave_Installation_Guide_Aug_2024.pdf
Product Rep,A_Structure,Firth,Firth_Paving_Category_Flyer_2025.pdf,0.23,Not Ingested,0,0,,A_Structure/Firth/G_Landscaping/Firth_Paving_Category_Flyer_2025.pdf
Product Rep,A_Structure,Firth,Firth_Paving_Concepts_Brochure.pdf,2.85,Not Ingested,0,0,,A_Structure/Firth/G_Landscaping/Firth_Paving_Concepts_Brochure.pdf
Product Rep,A_Structure,Firth,Firth_Paving_Installation_Guide_2025.pdf,1.46,Not Ingested,0,0,,A_Structure/Firth/G_Landscaping/Firth_Paving_Installation_Guide_2025.pdf
Product Rep,A_Structure,Firth,Hollow_Masonry_Brochure_2023.pdf,0.54,Not Ingested,0,0,,A_Structure/Firth/A_Structure/Hollow_Masonry_Brochure_2023.pdf
Product Rep,A_Structure,Firth,RibRaft_Technical_Manual_CodeMark_2024.pdf,3.97,Not Ingested,0,0,,A_Structure/Firth/A_Structure/RibRaft_Technical_Manual_CodeMark_2024.pdf
Product Rep,A_Structure,Firth,Structural_Masonry_Product_Technical_Statement.pdf,0.03,Not Ingested,0,0,,A_Structure/Firth/A_Structure/Structural_Masonry_Product_Technical_Statement.pdf
Product Rep,A_Structure,Firth,Two_Storey_Masonry_Veneer_Solutions.pdf,0.68,Not Ingested,0,0,,A_Structure/Firth/B_Enclosure/Two_Storey_Masonry_Veneer_Solutions.pdf
Product Rep,A_Structure,Firth,X-Pod_Installation_Guide_July_2025.pdf,10.03,Not Ingested,0,0,,A_Structure/Firth/A_Structure/X-Pod_Installation_Guide_July_2025.pdf
Product Rep,A_Structure,Firth,X-Pod_Installers_Guide_Dec_2018.pdf,3.04,Not Ingested,0,0,,A_Structure/Firth/A_Structure/X-Pod_Installers_Guide_Dec_2018.pdf
Product Rep,A_Structure,Firth,X-Pod_Structural_Designers_Guide_July_2025.pdf,2.4,Not Ingested,0,0,,A_Structure/Firth/A_Structure/X-Pod_Structural_Designers_Guide_July_2025.pdf
Product Rep,A_Structure,JL Duke,593_2022.pdf,0.37,Ingested,20,0,J&L Duke - 593_2022,A_Structure/JL_Duke/TriBoard/593_2022.pdf
Product Rep,A_Structure,JL Duke,Inter-Tenancy-Wall-Technical-Literature-1.pdf,10.05,Ingested,20,0,J&L Duke - Inter-Tenancy-Wall-Technical-Literature-1,A_Structure/JL_Duke/TriBoard/Inter-Tenancy-Wall-Technical-Literature-1.pdf
Product Rep,A_Structure,JL Duke,J-Frame-Care-Maintenance-Guide-CodeMark-1-1-2.pdf,2.88,Ingested,2,0,J&L Duke - J-Frame-Care-Maintenance-Guide-CodeMark-1-1-2,A_Structure/JL_Duke/JFrame_8_11/J-Frame-Care-Maintenance-Guide-CodeMark-1-1-2.pdf
Product Rep,A_Structure,JL Duke,J-Frame-Design-Installation-Guide-2025-1.pdf,1.34,Ingested,10,0,J&L Duke - J-Frame-Design-Installation-Guide-2025-1,A_Structure/JL_Duke/JFrame_8_11/J-Frame-Design-Installation-Guide-2025-1.pdf
Product Rep,A_Structure,JL Duke,J-Frame-and-Exposure-to-the-Elements-1.pdf,0.37,Ingested,4,0,J&L Duke - J-Frame-and-Exposure-to-the-Elements-1,A_Structure/JL_Duke/JFrame_8_11/J-Frame-and-Exposure-to-the-Elements-1.pdf
Product Rep,A_Structure,JL Duke,J-Frame-beam-span-tables-V1.0.pdf,2.11,Ingested,42,0,J&L Duke - J-Frame-beam-span-tables-V1.0,A_Structure/JL_Duke/JFrame_8_11/J-Frame-beam-span-tables-V1.0.pdf
Product Rep,A_Structure,JL Duke,J-Frame-stud-span-tables-V1.0.pdf,0.84,Ingested,14,0,J&L Duke - J-Frame-stud-span-tables-V1.0,A_Structure/JL_Duke/JFrame_8_11/J-Frame-stud-span-tables-V1.0.pdf
Product Rep,A_Structure,JL Duke,J-frame-BRANZ.pdf,0.22,Ingested,15,0,J&L Duke - J-frame-BRANZ,A_Structure/JL_Duke/JFrame_8_11/J-frame-BRANZ.pdf
Product Rep,A_Structure,JL Duke,Procedure-for-testing-moisture-content-of-J-Frame-2.pdf,4.04,Ingested,2,0,J&L Duke - Procedure-for-testing-moisture-content-of-J-Frame-2,A_Structure/JL_Duke/JFrame_8_11/Procedure-for-testing-moisture-content-of-J-Frame-2.pdf
Product Rep,A_Structure,JL Duke,Triboard-Bracing-Details-1.pdf,0.37,Ingested,2,0,J&L Duke - Triboard-Bracing-Details-1,A_Structure/JL_Duke/TriBoard/Triboard-Bracing-Details-1.pdf
Product Rep,A_Structure,JL Duke,Triboard-Brochure-2022-1.pdf,4.41,Ingested,10,0,J&L Duke - Triboard-Brochure-2022-1,A_Structure/JL_Duke/TriBoard/Triboard-Brochure-2022-1.pdf
Product Rep,A_Structure,JL Duke,Triboard-Constuction-System-Appraisal-481.pdf,0.2,Ingested,27,0,J&L Duke - Triboard-Constuction-System-Appraisal-481,A_Structure/JL_Duke/TriBoard/Triboard-Constuction-System-Appraisal-481.pdf
Product Rep,A_Structure,JL Duke,Triboard-General-MSDS-2020-1.pdf,0.55,Ingested,14,0,J&L Duke - Triboard-General-MSDS-2020-1,A_Structure/JL_Duke/TriBoard/Triboard-General-MSDS-2020-1.pdf
Product Rep,A_Structure,JL Duke,Triboard-Lining-TGV-Panels-Brochure-1.pdf,1.49,Ingested,4,0,J&L Duke - Triboard-Lining-TGV-Panels-Brochure-1,A_Structure/JL_Duke/TriBoard/Triboard-Lining-TGV-Panels-Brochure-1.pdf
Product Rep,A_Structure,JL Duke,Triboard-Lining-TGV-Panels-Brochure-1.pdf,1.49,Ingested,4,0,J&L Duke - Triboard-Lining-TGV-Panels-Brochure-1,A_Structure/JL_Duke/TriBoard_TGV/Triboard-Lining-TGV-Panels-Brochure-1.pdf
Product Rep,A_Structure,JL Duke,Triboard-TGV-Lining-Panel-FAQ-1-1.pdf,0.37,Ingested,6,0,J&L Duke - Triboard-TGV-Lining-Panel-FAQ-1-1,A_Structure/JL_Duke/TriBoard_TGV/Triboard-TGV-Lining-Panel-FAQ-1-1.pdf
Product Rep,A_Structure,JL Duke,Triboard-Wall-Lining-Installation-Sheet-2022.pdf,0.37,Ingested,11,0,J&L Duke - Triboard-Wall-Lining-Installation-Sheet-2022,A_Structure/JL_Duke/TriBoard/Triboard-Wall-Lining-Installation-Sheet-2022.pdf
Product Rep,A_Structure,Red Stag,Boron_Treated_Wood_SDS_2020.pdf,0.37,Ingested,10,0,Red Stag - Boron_Treated_Wood_SDS_2020.pdf,A_Structure/Red_Stag/Boron_Treated_Wood_SDS_2020.pdf
Product Rep,A_Structure,Red Stag,CCA_Treated_Wood_MSDS_2015.pdf,0.06,Ingested,10,0,Red Stag - CCA_Treated_Wood_MSDS_2015.pdf,A_Structure/Red_Stag/CCA_Treated_Wood_MSDS_2015.pdf
Product Rep,A_Structure,Red Stag,CCA_Treated_Wood_SDS_2020.pdf,0.06,Ingested,9,0,Red Stag - CCA_Treated_Wood_SDS_2020.pdf,A_Structure/Red_Stag/CCA_Treated_Wood_SDS_2020.pdf
Product Rep,A_Structure,Red Stag,LOSP_Treated_Wood_SDS_-_26_Jun_2020.pdf,0.06,Ingested,9,0,Red Stag - LOSP_Treated_Wood_SDS_-_26_Jun_2020.pdf,A_Structure/Red_Stag/LOSP_Treated_Wood_SDS_-_26_Jun_2020.pdf
Product Rep,A_Structure,Red Stag,Landscaping_Timber_20240229.pdf,0.6,Ingested,2,0,Red Stag - Landscaping_Timber_20240229.pdf,A_Structure/Red_Stag/Landscaping_Timber_20240229.pdf
Product Rep,A_Structure,Red Stag,Non_Structural_Timber_20230922.pdf,0.87,Ingested,2,0,Red Stag - Non_Structural_Timber_20230922.pdf,A_Structure/Red_Stag/Non_Structural_Timber_20230922.pdf
Product Rep,A_Structure,Red Stag,Packets_and_Lengths.pdf,1.9,Not Ingested,0,0,,A_Structure/Red_Stag/Packets_and_Lengths.pdf
Product Rep,A_Structure,Red Stag,Producers_Statement_2025.pdf,0.26,Ingested,3,0,Red Stag - Producers_Statement_2025.pdf,A_Structure/Red_Stag/Producers_Statement_2025.pdf
Product Rep,A_Structure,Red Stag,SDS-FramePro-Treated-Wood_002.pdf,0.08,Ingested,12,0,Red Stag - SDS-FramePro-Treated-Wood_002.pdf,A_Structure/Red_Stag/SDS-FramePro-Treated-Wood_002.pdf
Product Rep,A_Structure,Red Stag,Structurally_Graded_Timber_20230922.pdf,0.39,Ingested,7,0,Red Stag - Structurally_Graded_Timber_20230922.pdf,A_Structure/Red_Stag/Structurally_Graded_Timber_20230922.pdf
Product Rep,A_Structure,Red Stag,Timberwrap_Recycling_options.pdf,0.44,Ingested,1,0,Red Stag - Timberwrap_Recycling_options.pdf,A_Structure/Red_Stag/Timberwrap_Recycling_options.pdf
