brand,product,doc_type,codemark_id,branz_number,expiry_date,is_expired,status,bpir_status,scope_limitations
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Horizontal Cladding Wit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Horizontal Cladding Wit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Horizontal Cladding Wit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Horizontal Cladding Wit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Junction To Brick,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Junction To Concrete,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Junction To Panel Cladd,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Pipe Penetration Throug,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Range Hood Penetration,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Vertical Cavity Claddin,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Vertical Cavity Claddin,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Vertical Cladding With ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Vertical Cladding With ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Vertical Cladding With ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Vertical Cladding With ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondclad Rib 50 - Wall-Roof Junction 90 D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Alternative Change In Pitch ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Barge Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Barge Flashing Fixing,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Cavity Wall To Floor Junctio,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Change In Pitch Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Eaves Box Gutter,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Eaves Box Gutter With Cavity,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - FBDI_10_Brochure - Homeowner,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - FBDI_28_Brochure-DD400-Dimon,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - FBDI_90_Notice_Dimond-Produc,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Flashing Longitudinal Joint,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cavity Cladding-B,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cavity Cladding-E,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cavity Cladding-I,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cavity Cladding-R,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cavity Cladding-S,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cavity Cladding-W,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cladding Window D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cladding Window D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cladding Window D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cladding Window D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cladding With Cav,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cladding With Cav,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cladding With Cav,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Cladding With Cav,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Non-Cavity Claddi,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Horizontal Sheet Cladding Ve,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Junction To Brick,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Junction To Concrete,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Junction To Panel Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Large Penetration Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Non-Cavity Wall To Floor Jun,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Parapet Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Permanent Wall-Roof Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Pipe Penetration Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Pipe Penetration Through Hor,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Range Hood Penetration,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Recommended Change In Pitch ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Residential Barge-Raking End,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Residential Gutter-Wall Deta,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Residential Upper Mono Slope,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Ridge Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Ridged Ventilators Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Roof-Wall Apex,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Step In Roofing,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Valley Gutter Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cavity Cladding-Ext,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cladding Window Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cladding Window Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cladding Window Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cladding Window Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cladding With Cavit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cladding With Cavit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cladding With Cavit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Cladding With Cavit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Non-Cavity Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Vertical Non-Cavity Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Wall-Roof Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Wall-Roof Junction 90 Deg,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 400 - Wall-Roof Junction 90 Deg On,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Alternative Change In Pitch ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Barge Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Barge Flashing Fixing,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Cavity Wall To Floor Junctio,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Change In Pitch Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Eaves Box Gutter,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Eaves Box Gutter With Cavity,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - FBDI_29_Brochure-DD630-Dimon,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - FBDI_90_Notice_Dimond-Produc,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Flashing Longitudinal Joint,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cavity Cladding-B,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cavity Cladding-E,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cavity Cladding-I,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cavity Cladding-R,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cavity Cladding-S,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cavity Cladding-W,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cladding Window D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cladding Window D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cladding Window D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cladding Window D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cladding With Cav,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cladding With Cav,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cladding With Cav,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Cladding With Cav,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Non-Cavity Claddi,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Horizontal Sheet Cladding Ve,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Junction To Brick,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Junction To Concrete,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Junction To Panel Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Large Penetration Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Non-Cavity Wall To Floor Jun,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Parapet Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Permanent Wall-Roof Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Pipe Penetration Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Pipe Penetration Through Hor,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Range Hood Penetration,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Recommended Change In Pitch ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Residential Barge-Raking End,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Residential Gutter-Wall Deta,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Residential Upper Mono Slope,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Ridge Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Ridged Ventilators Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Roof-Wall Apex,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Step In Roofing,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Valley Gutter Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cavity Cladding-Ext,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cavity Cladding-Int,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cladding Window Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cladding Window Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cladding Window Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cladding Window Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cladding With Cavit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cladding With Cavit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cladding With Cavit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Cladding With Cavit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Non-Cavity Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Vertical Non-Cavity Cladding,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Wall-Roof Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Wall-Roof Junction 90 Deg,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Dimondek 630 - Wall-Roof Junction 90 Deg On,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Barge Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Cavity Wall To Floor ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - DIM_EuroTray Brochure,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - DIM_Homeowner_Brochur,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - FBDI_90_Notice_Dimond,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Horizontal Cavity Cla,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Horizontal Cavity Cla,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Horizontal Cladding W,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Horizontal Cladding W,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Horizontal Cladding W,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Horizontal Cladding W,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Large Penetration Det,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Parapet Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Pipe Penetration Thro,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Residential Barge-Rak,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Roof-Wall Apex,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Step In Roofing,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Vertical Cavity Cladd,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Vertical Cladding Win,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Vertical Cladding Win,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Vertical Cladding Win,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Vertical Cladding Wit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Vertical Cladding Wit,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Wall-Roof Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - Wall-Roof Junction 90,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_1052,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_1061,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_1221,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_2112,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_2201,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_3010,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_3020,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_4090,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_4100,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_4130,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_4131,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Angle Seam - dim_eta_4170,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Barge Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - DIM_EuroTray Brochure U,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - DIM_Homeowner_Brochure_,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - FBDI_90_Notice_Dimond-P,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Large Penetration Detai,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Parapet Detail,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Residential Barge-Rakin,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Roof-Wall Apex,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Step In Roofing,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Vertical Cavity Claddin,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Vertical Cladding Windo,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Vertical Cladding Windo,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Vertical Cladding Windo,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Vertical Cladding With ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Vertical Cladding With ,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Wall-Roof Junction,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - Wall-Roof Junction 90 D,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_1052,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_1061,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_1221,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_2112,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_2201,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_3010,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_3020,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_4090,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
B_Enclosure,Dimond Roofing - Eurotray Roll Cap - dim_etc_4100,Unknown,,,,UNKNOWN,MISSING,UNDECLARED,
